Acc X       , Acc Y       , Acc Z       , Gyro X      , Gyro Y      , Gyro Z      , Magn X      , Magn Y      , Magn Z      , Euler X     , Euler Y     , Euler Z     , Time        , Status      , LowRate X   , LowRate Y   , LowRate Z    
-0.0453556851, 0.03682343  , -9.711057   , 0.003994864 , -0.0017137957, -0.001198459, -0.200889841, -0.321895659, 0.5082918   , -0.00135501486, -0.00447080564, 2.13476586  , 0           , 3           , 11          , 0.0346410163, 0.0346410163
-0.04580475 , 0.0336799659, -9.692196   , 0.00652494375, 0.0008162846, -0.00159794546, -0.200755015, -0.322232723, 0.508224368 , -0.00128969387, -0.00446266355, 2.13475013  , 0.01        , 3           , 12          , 0.0346410163, 0
-0.0538879447, 0.0255967751, -9.67558    , 0.005859133 , 0.00161525735, -0.0025300805, -0.200822428, -0.3220979  , 0.5082918   , -0.00123098982, -0.00444654236, 2.13472486  , 0.02        , 3           , 14          , 0           , -0.0005499604
-0.0556842  , 0.03412903  , -9.67558    , 0.00386170181, -0.000115850162, -0.00186426973, -0.200889841, -0.322232723, 0.5084266   , -0.00119229 , -0.00444772327, 2.13470578  , 0.03        , 3           , 15          , 0           , 0
-0.0345780961, 0.0305365026, -9.700278   , 0.00239691813, 0.0006831226, -0.00239691813, -0.200889841, -0.322232723, 0.5084266   , -0.00116821425, -0.00444092136, 2.134682    , 0.04        , 3           , 50          , 0           , 0
-0.0246986412, 0.004041596 , -9.70926    , 0.004527512 , 0.00201474363, -0.00346221472, -0.201024666, -0.322232723, 0.508224368 , -0.00112278538, -0.00442081271, 2.13464761  , 0.05        , 3           , 11          , 0.0346410163, 0.0346410163
-0.01392105 , -0.004041596, -9.67558    , 0.00732391654, 0.001082609 , -0.00306272856, -0.200822428, -0.322232723, 0.5084266   , -0.001049411, -0.00441002 , 2.134617    , 0.06        , 3           , 12          , 0.0346410163, 0
-0.0251477063, 0.008981325 , -9.6670475  , 0.007856565 , 0.00134893309, -0.00292956666, -0.200889841, -0.3221653  , 0.508494    , -0.0009707162, -0.00439656 , 2.13458753  , 0.07        , 3           , 14          , 0           , -0.0005499604
-0.031883698, 0.0462538153, -9.682316   , 0.005326485 , 0.0017484196, -0.00146478333, -0.201024666, -0.322232723, 0.5083592   , -0.000917387253, -0.00437909 , 2.13457322  , 0.08        , 3           , 15          , 0           , 0
-0.0476010144, 0.0426612869, -9.687256   , 0.00479383627, 0.00161525735, -0.0013316212, -0.201024666, -0.322232723, 0.5083592   , -0.0008693907, -0.004362949, 2.13455987  , 0.09        , 3           , 50          , 0           , 0
-0.0395178236, -0.0148191843, -9.68995    , 0.006258619 , 0.00081628497, -0.002130638, -0.201092079, -0.3221653  , 0.508224368 , -0.0008067558, -0.004354788, 2.134536    , 0.1         , 3           , 11          , 0.0346410163, 0.0346410163
-0.0404159576, 0.0152682494, -9.683214   , 0.0050601596, -0.0007816605, -0.001864314, -0.200957254, -0.322232723, 0.5084266   , -0.000756072754, -0.004362619, 2.134517    , 0.11        , 3           , 12          , 0.0346410163, 0
-0.0372724943, 0.006735993 , -9.688603   , 0.00372853829, 0.000150474269, -0.001065341, -0.200957254, -0.3221653  , 0.508224368 , -0.0007187409, -0.00436112238, 2.13450646  , 0.12        , 3           , 14          , 9.08369546E-10, -0.0005499607
-0.01886078 , -0.005388794, -9.680969   , 0.003595376 , 0.0002836364, 0.000133118 , -0.200957254, -0.3221653  , 0.508224368 , -0.0006827929, -0.004358285, 2.13450742  , 0.13        , 3           , 15          , 0           , 4.413235E-08
-0.0264949054, 0.0229023769, -9.690847   , 0.00359537639, 0.000150474356, -0.0005326926, -0.200822428, -0.322232723, 0.5082918   , -0.0006468159, -0.004356784, 2.13450265  , 0.14        , 3           , 50          , 0           , 0
-0.0179626476, 0.0507444777, -9.687705   , 0.0050601596, 0.00121577131, -0.00133166532, -0.201092079, -0.322030485, 0.508494    , -0.0005961566, -0.00434463425, 2.1344893   , 0.15        , 3           , 11          , 0.0346410163, 0.0346410163
-0.0552351438, 0.01751358  , -9.708362   , 0.006791267 , -0.000249011966, -0.000932179, -0.200957254, -0.322300136, 0.508494    , -0.000528203, -0.00434712926, 2.13447976  , 0.16        , 3           , 12          , 0.0346410163, 0
-0.0480500832, 0.0202079788, -9.68995    , 0.00639178045, -0.000781660434, -0.0015979897, -0.200957254, -0.322300136, 0.508494    , -0.000464215962, -0.0043549547, 2.13446355  , 0.17        , 3           , 14          , 9.08369546E-10, -0.0005499607
-0.0238005091, 0.011226655 , -9.676477   , 0.0051933215, 0.00108260917, -0.001997476, -0.201024666, -0.3220979  , 0.508224368 , -0.000412195834, -0.004344137, 2.13444352  , 0.18        , 3           , 15          , 0           , 4.413235E-08
-0.021106109, -0.00538879447, -9.67558    , 0.00306272786, 0.00121577131, -0.00173115171, -0.200957254, -0.3220979  , 0.5084266   , -0.000381493446, -0.004331986, 2.13442636  , 0.19        , 3           , 50          , 0           , 0
-0.0161663834, 0.00628692657, -9.658067   , 0.00173098966, -0.001314206, -0.00146495679, -0.200957254, -0.322232723, 0.508224368 , -0.000367678324, -0.004341987, 2.13440824  , 0.2         , 3           , 11          , 0.0346694328, 0.0346694365
-0.0372724943, 0.005388794 , -9.676478   , 0.00572585361, -0.00104788179, -0.001731281, -0.200957254, -0.322232723, 0.508224368 , -0.000310344563, -0.00435247226, 2.13439059  , 0.21        , 3           , 12          , 0.0345662646, 0
-0.0300874338, 0.011675721 , -9.679622   , 0.006524826 , 0.000816387765, -0.00239709159, -0.200822428, -0.322232723, 0.508224368 , -0.0002449921, -0.00434431434, 2.13436627  , 0.22        , 3           , 14          , 1.17722934E-07, -0.00055006356
-0.03637436 , -0.008083191, -9.673335   , 0.00359525927, 0.000683225633, -0.00173128129, -0.2006876  , -0.321963072, 0.5084266   , -0.000208964469, -0.00433748635, 2.134349    , 0.23        , 3           , 15          , 0           , 1.73649511E-07
-0.0507444777, 0.00269439723, -9.67558    , 0.007456961 , 0.001082712 , -0.00119863276, -0.200755015, -0.3220979  , 0.5083592   , -0.000134342918, -0.00432666158, 2.13433719  , 0.24        , 3           , 50          , 0           , 0
-0.03637436 , 0.00179626478, -9.706117   , 0.008389096 , 0.000416901457, -0.00133179477, -0.201024666, -0.321895659, 0.5082918   , -5.03944539E-05, -0.00432249345, 2.13432431  , 0.25        , 3           , 11          , 0.0346694328, 0.0346694365
-0.0242495742, -0.004939728, -9.69489    , 0.00705747539, 0.00148219848, -0.00119863253, -0.201024666, -0.321895659, 0.5082918   , 2.023212E-05, -0.004307673, 2.134312    , 0.26        , 3           , 12          , 0.0345662646, 0
-0.0390687548, -0.00134719862, -9.664353   , 0.0065248264, 0.00361279235, -0.00186444342, -0.200889841, -0.3220979  , 0.5082918   , 8.556035E-05, -0.00427154265, 2.13429332  , 0.27        , 3           , 14          , 1.17722934E-07, -0.00055006356
-0.035027165, 0.0008981322, -9.706566   , 0.00519320462, 0.00294698169, -0.002663416, -0.201092079, -0.3220979  , 0.5082918   , 0.000137605661, -0.004242071, 2.134267    , 0.28        , 3           , 15          , 0           , 1.73649511E-07
-0.0484991446, 0.0269439723, -9.681418   , 0.00572585361, 0.00188168476, -0.00253025373, -0.200822428, -0.3221653  , 0.5084266   , 0.000194971231, -0.00422324939, 2.13424134  , 0.29        , 3           , 50          , 0           , 0
