Acc X       , Acc Y       , Acc Z       , Gyro X      , Gyro Y      , Gyro Z      , Magn X      , Magn Y      , Magn Z      , Euler X     , Euler Y     , Euler Z     , Time        , Status      , LowRate X   , LowRate Y   , LowRate Z    
0.326119721 , 0.120620243 , -9.800994   , -0.000858704, -0.0017001814, -7.940748E-05, -0.182890654, -0.1640151  , 0.422677636 , -0.0119861308, 0.03639205  , 2.38185048  , 0           , 3           , 11          , 0.0346410163, 0.0346410163
0.3424026   , 0.08701266  , -9.793325   , 0.0005372361, 0.00154736626, -0.00035037 , -0.182823241, -0.163745448, 0.422745049 , -0.0119808922, 0.0364074819, 2.38184667  , 0.01        , 3           , 12          , 0.0346410163, 0
0.361552447 , 0.0976094753, -9.790875   , 0.000532357139, 0.002532844 , -0.0003488513, -0.182823241, -0.163745448, 0.422745049 , -0.0119757056, 0.03643276  , 2.38184285  , 0.02        , 3           , 50          , 0           , 0
0.349574655 , 0.119824626 , -9.78047848 , -0.00030664113, 0.0008377232, -0.000496674445, -0.182890654, -0.163543209, 0.4229473   , -0.0119789578, 0.03644108  , 2.38183761  , 0.03        , 3           , 11          , 0.0346410163, 0.0346410163
0.342903376 , 0.124019176 , -9.796783   , 0.0005416626, 0.0007026722, 7.21342949E-05, -0.182958066, -0.163812861, 0.422812462 , -0.0119735189, 0.0364481136, 2.381838    , 0.04        , 3           , 12          , 0.0346410163, 0
0.355756521 , 0.133831948 , -9.807493   , 0.000115152812, 0.00126293686, -7.02418547E-05, -0.182958066, -0.163812861, 0.422812462 , -0.0119723966, 0.03646073  , 2.38183713  , 0.05        , 3           , 50          , 0           , 0
0.364077121 , 0.145033181 , -9.812807   , -0.00158133591, 0.00167382532, 0.000205044955, -0.182755828, -0.1640151  , 0.422812462 , -0.0119881416, 0.036477495 , 2.381839    , 0.06        , 3           , 11          , 0.0346410163, 0.0346410163
0.344267    , 0.123561144 , -9.799487   , -0.00185925444, 0.00082722184, 0.000767501129, -0.182823241, -0.163678035, 0.422677636 , -0.0120064588, 0.03648586  , 2.38184667  , 0.07        , 3           , 12          , 0.0346410163, 0
0.338327348 , 0.124479622 , -9.78371048 , 0.00110991986, 2.579037E-06, -6.758532E-05, -0.182688415, -0.163812861, 0.422745049 , -0.0119953817, 0.03648587  , 2.38184571  , 0.08        , 3           , 50          , 0           , 0
0.351005316 , 0.1243308   , -9.783613   , 0.0022390564, 1.02161721E-05, -0.00105119869, -0.182688415, -0.163812861, 0.422745049 , -0.0119733755, 0.0364858434, 2.38183522  , 0.09        , 3           , 11          , 0.0346410163, 0.0346410163
0.35200265  , 0.124840863 , -9.804395   , -1.47825176E-05, -0.00113132386, -0.00106347 , -0.182486176, -0.163745448, 0.422677636 , -0.0119739063, 0.036474403 , 2.38182473  , 0.1         , 3           , 12          , 0.0346410163, 0
0.354618937 , 0.117585994 , -9.803048   , -0.0007210572, -0.0009953139, -0.000218932939, -0.182755828, -0.1640151  , 0.422745049 , -0.01198119 , 0.0364644229, 2.38182282  , 0.11        , 3           , 50          , 0           , 0
0.343925655 , 0.100520685 , -9.790094   , 0.000539037865, 0.00126580289, 0.00035553964, -0.182958066, -0.163678035, 0.422677636 , -0.0119756777, 0.0364771262, 2.38182664  , 0.12        , 3           , 11          , 0.0346410163, 0.0346410163
0.338251    , 0.111919984 , -9.805457   , 0.00110487756, 0.0009880558, -0.000348604051, -0.182823241, -0.163947687, 0.422677636 , -0.0119647617, 0.03648696  , 2.38182282  , 0.13        , 3           , 12          , 0.0346410163, 0
0.3777153   , 0.115532979 , -9.809661   , 0.000112817033, 0.0016852835, -0.0004933971, -0.182823241, -0.163947687, 0.422677636 , -0.0119638229, 0.03650376  , 2.38181758  , 0.14        , 3           , 50          , 0           , 0
0.354698449 , 0.0967461   , -9.778728   , -0.000174488727, 0.00266885152, -0.0004931953, -0.183025479, -0.163812861, 0.422812462 , -0.01196576 , 0.0365303867, 2.38181233  , 0.15        , 3           , 11          , 0.0346410163, 0.0346410163
0.340052128 , 0.110997915 , -9.805901   , -0.00214434369, 0.00124765665, -0.000222046176, -0.182890654, -0.163812861, 0.422812462 , -0.0119872913, 0.0365428478, 2.38181     , 0.16        , 3           , 12          , 0.0346410163, 0
0.320627362 , 0.116619118 , -9.799697   , -0.00241992623, -2.12933173E-05, 0.0007635653, -0.182755828, -0.1640151  , 0.422610223 , -0.0120112114, 0.03654272  , 2.38181758  , 0.17        , 3           , 50          , 0           , 0
0.329523653 , 0.102546781 , -9.805563   , -0.00015690054, -0.0008507116, -0.000216082117, -0.182755828, -0.1640151  , 0.422610223 , -0.0120128533, 0.03653419  , 2.38181567  , 0.18        , 3           , 11          , 0.0346410163, 0.0346410163
0.348895729 , 0.101346359 , -9.784629   , -0.00143536215, 0.0005485162, -0.0012087198, -0.183227718, -0.1640151  , 0.422812462 , -0.0120276511, 0.03653953  , 2.38180375  , 0.19        , 3           , 12          , 0.0346410163, 0
0.3621052   , 0.10929025  , -9.777715   , -0.00171258 , -0.000438877032, -0.000646478555, -0.182958066, -0.163880274, 0.422812462 , -0.0120448954, 0.0365348421, 2.381797    , 0.2         , 3           , 50          , 0           , 0
0.364114821 , 0.138442636 , -9.73238    , 0.0004177965, -0.00281785382, -7.521505E-05, -0.182621   , -0.163812861, 0.422812462 , -0.0120407306, 0.0365066528, 2.3817966   , 0.21        , 3           , 11          , 0.0346699134, 0.0346699134
0.3381804   , 0.119897053 , -9.7624855  , -0.0002892567, -0.00254106172, 0.000628270151, -0.182621   , -0.163812861, 0.422812462 , -0.0120433839, 0.03648132  , 2.38180327  , 0.22        , 3           , 12          , 0.03466883  , 0
0.358463317 , 0.100389883 , -9.801734   , -0.00269328826, -0.00185338326, 0.0007594298, -0.182958066, -0.164149925, 0.422745049 , -0.0120700318, 0.03646288  , 2.38181138  , 0.23        , 3           , 50          , 0           , 0
0.3528234   , 0.118512593 , -9.803962   , -0.000860917, -0.00113705534, 0.0009103435, -0.182890654, -0.163812861, 0.422745049 , -0.0120783038, 0.0364516228, 2.38182044  , 0.24        , 3           , 11          , 0.0346699134, 0.0346699134
0.353549    , 0.112107232 , -9.78048    , -0.0004433425, -7.93259E-06, 6.64422259E-05, -0.182621   , -0.1640151  , 0.422879875 , -0.0120827137, 0.0364515521, 2.381821    , 0.25        , 3           , 12          , 0.03466883  , 0
0.353775322 , 0.128359273 , -9.783576   , -0.00185223634, -0.0007213962, -0.000365033542, -0.182621   , -0.1640151  , 0.422879875 , -0.0121013671, 0.03644429  , 2.38181758  , 0.26        , 3           , 50          , 0           , 0
0.353093475 , 0.113449365 , -9.775507   , 0.000699852768, -0.00267515983, 0.00049139373, -0.182823241, -0.163947687, 0.4225428   , -0.0120941773, 0.0364176035, 2.38182282  , 0.27        , 3           , 11          , 0.0346699134, 0.0346699134
0.370993137 , 0.124149822 , -9.79928    , 0.00210743421, -0.00168013049, 0.00106457225, -0.182688415, -0.163880274, 0.422610223 , -0.0120727047, 0.0364009328, 2.38183331  , 0.28        , 3           , 12          , 0.03466883  , 0
0.3811749   , 0.139833763 , -9.802302   , -0.000300490326, -0.0002885415, 0.000490473059, -0.182621   , -0.163880274, 0.422812462 , -0.0120755294, 0.0363981   , 2.38183856  , 0.29        , 3           , 50          , 0           , 0
0.35707587  , 0.131552681 , -9.805232   , -0.00186496729, -9.068958E-06, -0.00121178 , -0.182621   , -0.163880274, 0.422812462 , -0.0122752162, 0.03657116  , 2.38182     , 0.3         , 3           , 11          , 0.0347533971, 0.0347533971
0.336451381 , 0.119984843 , -9.782387   , -0.001163453, 0.0009811852, -0.0006418941, -0.182755828, -0.163947687, 0.4225428   , -0.01228709 , 0.0365808979, 2.38181329  , 0.31        , 3           , 12          , 0.03475391  , 0
0.333570629 , 0.142573565 , -9.780508   , 0.000252121827, 0.000427608029, 0.000493972562, -0.183025479, -0.163880274, 0.422879875 , -0.01228439 , 0.03658523  , 2.381818    , 0.32        , 3           , 50          , 0           , 0
0.346626818 , 0.134771019 , -9.786768   , 0.0008115255, 0.00141690322, -0.0004907559, -0.182621   , -0.164082512, 0.4230147   , -0.0122764613, 0.0365993381, 2.38181329  , 0.33        , 3           , 11          , 0.0347533971, 0.0347533971
0.3731991   , 0.12898612  , -9.769413   , 0.00038850063, 0.00127325533, -0.000634217053, -0.182621   , -0.164149925, 0.422677636 , -0.0122728143, 0.03661199  , 2.38180661  , 0.34        , 3           , 12          , 0.03475391  , 0
0.371916026 , 0.129955769 , -9.784786   , 0.000820052635, -0.000272486563, -0.000210822, -0.182621   , -0.164149925, 0.422677636 , -0.0122646913, 0.0366092436, 2.3818047   , 0.35        , 3           , 50          , 0           , 0
0.361710846 , 0.1178236   , -9.764575   , -0.000172296961, 0.0005655254, 0.0003509455, -0.182621   , -0.163947687, 0.422745049 , -0.0122662866, 0.03661494  , 2.381808    , 0.36        , 3           , 11          , 0.0347533971, 0.0347533971
0.353119165 , 0.110345729 , -9.791791   , -0.00158078293, -0.000147936429, 0.0006258134, -0.182688415, -0.164082512, 0.4229473   , -0.0122818658, 0.03661354  , 2.38181424  , 0.37        , 3           , 12          , 0.03475391  , 0
0.328007638 , 0.128695518 , -9.79371548 , -0.000731656153, -0.0005645553, 0.00020530702, -0.183092892, -0.163880274, 0.4225428   , -0.012289105, 0.03660793  , 2.38181615  , 0.38        , 3           , 50          , 0           , 0
0.337885082 , 0.123600781 , -9.789141   , 0.000395915617, 6.21791969E-06, 0.00134159252, -0.183092892, -0.163880274, 0.4225428   , -0.0122846514, 0.0366081446, 2.38183     , 0.39        , 3           , 11          , 0.0347533971, 0.0347533971
0.351789117 , 0.110830978 , -9.797223   , 0.0007997776, 0.000110384717, 0.00162514322, -0.182755828, -0.163745448, 0.422677636 , -0.0124532012, 0.0362464152, 2.38184     , 0.4         , 3           , 12          , 0.0348954126, 0
0.3483796   , 0.1288999   , -9.791298   , -0.0007509006, -0.00060403673, 0.000204127951, -0.182688415, -0.163880274, 0.422879875 , -0.0124606332, 0.0362404   , 2.381842    , 0.41        , 3           , 50          , 0           , 0
0.341536    , 0.124474153 , -9.793177   , 9.543819E-05, -0.000457525457, -0.000215510532, -0.182621   , -0.164217338, 0.422879875 , -0.0124597568, 0.0362358019, 2.38184     , 0.42        , 3           , 11          , 0.0176942665, 0.0176942069
0.332585365 , 0.105546683 , -9.769368   , 0.002493115 , 0.000121838617, -0.000485986238, -0.182621   , -0.164217338, 0.422879875 , -0.0124350041, 0.03623696  , 2.38183475  , 0.43        , 3           , 12          , 0.0348954126, 0
0.3232908   , 0.08760543  , -9.769062   , 0.00164817029, -0.00030623778, -6.678169E-05, -0.182688415, -0.163880274, 0.422745049 , -0.0124185421, 0.0362338871, 2.38183427  , 0.44        , 3           , 50          , 0           , 0
0.3148236   , 0.09227993  , -9.78764    , 0.00136287382, 0.000254982 , -0.000208499478, -0.182755828, -0.164082512, 0.422812462 , -0.0124049913, 0.036236424 , 2.38183236  , 0.45        , 3           , 11          , 0.0176942665, 0.0176942069
0.322655469 , 0.112830654 , -9.754047   , -0.000611896743, -0.0003215206, -0.001207467, -0.182823241, -0.1640151  , 0.422812462 , -0.012411546, 0.0362330563, 2.38182     , 0.46        , 3           , 12          , 0.0348954126, 0
0.34162572  , 0.145078957 , -9.748796   , -0.000185142111, -0.0008817843, -0.000641284452, -0.182823241, -0.1640151  , 0.422812462 , -0.0124136265, 0.0362241566, 2.38181376  , 0.47        , 3           , 50          , 0           , 0
0.346282572 , 0.13531062  , -9.811626   , 0.000942926446, -0.000592580531, -0.00105938909, -0.182688415, -0.163880274, 0.422677636 , -0.01240458 , 0.0362181   , 2.38180327  , 0.48        , 3           , 11          , 0.0176942665, 0.0176942069
0.349805951 , 0.135187984 , -9.787646   , 0.00121956959, 0.00067637465, -0.00020850703, -0.182688415, -0.163543209, 0.422812462 , -0.0123924632, 0.0362248532, 2.381801    , 0.49        , 3           , 12          , 0.0348954126, 0
0.363408834 , 0.135936856 , -9.789346   , 0.00276032183, 0.0017181799, 0.00107045053, -0.182621   , -0.164284751, 0.422745049 , -0.0124017987, 0.03578562  , 2.38181043  , 0.5         , 3           , 50          , 0           , 0
0.397797137 , 0.134174883 , -9.787735   , 0.00177367427, 0.00128914625, 0.0006413841, -0.182621   , -0.164284751, 0.422745049 , -0.0123838354, 0.0357985832, 2.38181663  , 0.51        , 3           , 11          , 0.0134350043, 0.01343495
0.363183439 , 0.121024683 , -9.782178   , 0.000364045962, 0.0005756791, -0.00106151018, -0.182688415, -0.1640151  , 0.4224754   , -0.0123805786, 0.0358042121, 2.38180566  , 0.52        , 3           , 12          , 0.0350922123, 0
0.359388143 , 0.108875535 , -9.779094   , 0.001351083 , 0.0009343217, -0.000561917841, -0.182890654, -0.163812861, 0.422745049 , -0.0123672755, 0.0358134843, 2.3818      , 0.53        , 3           , 50          , 0           , 0
0.36148417  , 0.126046389 , -9.793469   , 7.759669E-05, 0.00155925087, 0.000422013371, -0.182823241, -0.163880274, 0.422812462 , -0.0123663535, 0.0358291268, 2.38180423  , 0.54        , 3           , 11          , 0.0134350043, 0.01343495
0.366953343 , 0.126457945 , -9.800658   , -0.000273553422, 0.00127530075, 0.00126754574, -0.182823241, -0.163880274, 0.422812462 , -0.0123686409, 0.03584203  , 2.38181663  , 0.55        , 3           , 12          , 0.0350922123, 0
0.35085392  , 0.116173774 , -9.772801   , 0.0012806803, 0.0009338452, -0.000209075239, -0.182688415, -0.164082512, 0.422610223 , -0.0123559153, 0.03585135  , 2.38181424  , 0.56        , 3           , 50          , 0           , 0
0.347002268 , 0.103532679 , -9.757515   , 0.0005121478, -0.000831191661, -0.00120429019, -0.182890654, -0.163745448, 0.422745049 , -0.0123512214, 0.0358428843, 2.3818028   , 0.57        , 3           , 11          , 0.0134350043, 0.01343495
0.353892982 , 0.103533074 , -9.781418   , 0.0007239607, -0.000548187469, 0.0011987   , -0.182823241, -0.164149925, 0.422879875 , -0.012343551, 0.0358375572, 2.38181472  , 0.58        , 3           , 12          , 0.0350922123, 0
0.343384534 , 0.09197377  , -9.796009   , 0.00264173886, -0.00278781471, 0.001627924 , -0.182823241, -0.163880274, 0.422610223 , -0.0123165352, 0.035809882 , 2.38183141  , 0.59        , 3           , 50          , 0           , 0
0.352148741 , 0.105840333 , -9.790462   , 0.0043076463, 0.001256887 , 0.000443428871, -0.182823241, -0.163880274, 0.422610223 , -0.0120863784, 0.0358865634, 2.38184237  , 0.6         , 3           , 11          , 0.0113508254, 0.0113507919
0.364416748 , 0.103053391 , -9.809362   , 0.00191214588, 0.000114389746, -0.000346478744, -0.182755828, -0.1640151  , 0.422879875 , -0.0120673822, 0.035887666 , 2.381839    , 0.61        , 3           , 12          , 0.0353429653, 0
0.367118716 , 0.108365767 , -9.788528   , -0.0007009583, 0.000237505315, -0.000287809, -0.182823241, -0.163812861, 0.422812462 , -0.0120744966, 0.03589     , 2.38183618  , 0.62        , 3           , 50          , 0           , 0
0.359835684 , 0.1093123   , -9.776377   , -0.00274453755, -0.0004802523, 0.0006198051, -0.182621   , -0.164284751, 0.422879875 , -0.0121017173, 0.0358852744, 2.38184237  , 0.63        , 3           , 11          , 0.0113508254, 0.0113507919
0.3445791   , 0.119871035 , -9.776902   , -0.00176262436, 0.000863867 , 0.000697109848, -0.182621   , -0.164284751, 0.422879875 , -0.0121190958, 0.0358940065, 2.38184953  , 0.64        , 3           , 12          , 0.0353429653, 0
0.335126668 , 0.12270619  , -9.781935   , -0.001901495, 0.000158993847, -0.00128239579, -0.182890654, -0.163947687, 0.422812462 , -0.0121385725, 0.035895437 , 2.38183618  , 0.65        , 3           , 50          , 0           , 0
0.3559377   , 0.122001447 , -9.779065   , -0.00274656177, -0.000269083015, -0.0010750941, -0.182890654, -0.163678035, 0.4230821   , -0.0121664209, 0.0358926132, 2.38182569  , 0.66        , 3           , 11          , 0.0113508254, 0.0113507919
0.350076616 , 0.12075185  , -9.789511   , -0.004436288, -0.00112523464, 4.585212E-05, -0.182823241, -0.164082512, 0.422879875 , -0.0122107621, 0.03588137  , 2.38182664  , 0.67        , 3           , 12          , 0.0353429653, 0
0.350509077 , 0.12608628  , -9.767338   , -0.00259618764, -0.00202790764, -0.000300169864, -0.182823241, -0.164082512, 0.422879875 , -0.0122368233, 0.0358610563, 2.38182378  , 0.68        , 3           , 50          , 0           , 0
0.3397433   , 0.134330064 , -9.766029   , -0.00224284246, -0.00223669736, -0.00157026772, -0.183227718, -0.164284751, 0.422745049 , -0.0122598056, 0.0358384959, 2.381808    , 0.69        , 3           , 11          , 0.0113508254, 0.0113507919
0.3565272   , 0.127909467 , -9.793499   , -0.00154412945, -0.000759985531, 0.000201055853, -0.182688415, -0.164149925, 0.4229473   , -0.0122774076, 0.0358176269, 2.38181043  , 0.7         , 3           , 12          , 0.0356461   , 0
0.357966423 , 0.128851756 , -9.810208   , -0.000423894759, 0.00121861137, 0.0007038017, -0.182755828, -0.163812861, 0.4229473   , -0.0122814  , 0.035829898 , 2.381817    , 0.71        , 3           , 50          , 0           , 0
0.362724841 , 0.123257026 , -9.773583   , 0.00197517616, 0.00151641015, 0.000432892062, -0.182755828, -0.163812861, 0.4229473   , -0.0122615  , 0.03584511  , 2.381821    , 0.72        , 3           , 11          , 0.0101351766, 0.010135171
0.336688519 , 0.1081997   , -9.767518   , 0.00119462807, 0.00228546164, 0.000359829457, -0.182958066, -0.1640151  , 0.4230147   , -0.0122494353, 0.035868004 , 2.38182473  , 0.73        , 3           , 12          , 0.0356461   , 0
0.343083978 , 0.09611958  , -9.81995    , 0.0004940517, 0.00129521184, 0.00141453382, -0.182958066, -0.163880274, 0.423149526 , -0.0122439917, 0.03588113  , 2.381838    , 0.74        , 3           , 50          , 0           , 0
0.345783353 , 0.097859025 , -9.809978   , -0.0008448693, 0.000652615563, 0.0004890553, -0.182755828, -0.1640151  , 0.4229473   , -0.01225227 , 0.0358877145, 2.38184285  , 0.75        , 3           , 11          , 0.0101351766, 0.010135171
0.341136    , 0.1303248   , -9.78728    , 0.002973035 , -0.000236683467, 0.00156493916, -0.182755828, -0.1640151  , 0.4229473   , -0.0122219753, 0.03588554  , 2.381859    , 0.76        , 3           , 12          , 0.0356461   , 0
0.359022051 , 0.115199983 , -9.779974   , 0.00163454388, -0.000949670735, 0.0007806208, -0.183025479, -0.1640151  , 0.422812462 , -0.0122053446, 0.0358761437, 2.38186669  , 0.77        , 3           , 50          , 0           , 0
0.340587676 , 0.119540274 , -9.798628   , -0.000774852233, 0.000582697336, -0.00113531423, -0.182823241, -0.1640151  , 0.423149526 , -0.0122135039, 0.03588183  , 2.38185525  , 0.78        , 3           , 11          , 0.0101351766, 0.010135171
0.352859616 , 0.122112729 , -9.801234   , 0.00232187356, 0.00285623339, 0.000931040267, -0.182755828, -0.164486989, 0.423149526 , -0.0121899657, 0.0359105058, 2.38186479  , 0.79        , 3           , 12          , 0.0356461   , 0
0.3293536   , 0.129562214 , -9.787826   , 0.00227753725, 0.00190736994, -0.000129826454, -0.1831603  , -0.163947687, 0.4229473   , -0.01213018 , 0.0358744338, 2.38186383  , 0.8         , 3           , 50          , 0           , 0
0.3337427   , 0.153425381 , -9.787692   , 0.0007958235, 0.00161577575, -0.0007728836, -0.1831603  , -0.163947687, 0.4229473   , -0.0121225072, 0.0358904935, 2.3818562   , 0.81        , 3           , 11          , 0.009382498 , 0.009382496
