Acc X       , Acc Y       , Acc Z       , Gyro X      , Gyro Y      , Gyro Z      , Magn X      , Magn Y      , Magn Z      , Time        , Status       
0.08487351  , 0.100590825 , -9.587114   , -0.00278279628, -0.000118720687, -0.00253577321, -0.2144398  , -0.0239315089, 0.450384259 , 137.430069  , 3
0.06691086  , 0.127983868 , -9.571846   , 0.000546256546, -0.00145034178, -0.00213628658, -0.2144398  , -0.0239315089, 0.450384259 , 137.440063  , 3
0.06197113  , 0.129331052 , -9.591155   , 0.00161155348, -0.001716666, -0.00120415178, -0.214372382, -0.0236618575, 0.450316846 , 137.450058  , 3
0.07364686  , 0.110470288 , -9.587114   , 0.00134522934, 0.0002807657, -0.00213628658, -0.2144398  , -0.0239989217, 0.450316846 , 137.460068  , 3
0.07454499  , 0.104183353 , -9.58891    , 0.000679418736, 0.00107973837, -0.001470476, -0.2144398  , -0.0239315089, 0.450384259 , 137.470062  , 3
0.0660127252, 0.104632415 , -9.58397    , -0.00131801306, 0.000413927773, -0.000138854855, -0.2144398  , -0.0239315089, 0.450384259 , 137.480057  , 3
0.0628692657, 0.110919349 , -9.580828   , -0.00065220223, -0.00278196321, -0.000405179133, -0.214372382, -0.023864096, 0.450519085 , 137.490067  , 3
0.0610729977, 0.101488955 , -9.588012   , 0.000279932516, -0.00318144937, -0.00280209724, -0.214304969, -0.0239315089, 0.4505865   , 137.500061  , 3
0.05748047  , 0.104183353 , -9.56331348 , -0.0009185256, -0.00171666616, -0.003068327, -0.214237556, -0.0239315089, 0.450451672 , 137.510071  , 3
0.0489482135, 0.104183353 , -9.560618   , 1.36090421E-05, -0.0003850451, -0.00120405725, -0.214237556, -0.0239315089, 0.450451672 , 137.520065  , 3
0.0570314   , 0.107326813 , -9.554332   , 0.00254368945, 0.00254452135, -0.00160354364, -0.214372382, -0.023864096, 0.450519085 , 137.53006   , 3
0.07050339  , 0.117655337 , -9.572743   , 0.00320949988, 0.00187871081, -0.00147038139, -0.214304969, -0.0239989217, 0.450519085 , 137.54007   , 3
0.06691086  , 0.1167572   , -9.602382   , 0.00294317561, -0.000385045016, -0.00160354364, -0.214237556, -0.0239989217, 0.450316846 , 137.550064  , 3
0.0547860749, 0.1113684   , -9.598341   , 0.00161155441, 0.0001476035, -0.00253567845, -0.214237556, -0.0239989217, 0.450316846 , 137.560059  , 3
0.0669108555, 0.112715624 , -9.602383   , 0.0014783924, 0.0006802519, -0.00280200271, -0.2145072  , -0.0237966832, 0.450384259 , 137.570068  , 3
0.06960526  , 0.1127156   , -9.592503   , 0.00134523027, -0.00251563918, -0.00173670577, -0.214237556, -0.0237966832, 0.450519085 , 137.580063  , 3
0.0574804731, 0.123942271 , -9.592504   , 0.000146771315, -0.0031814496, -0.000138760312, -0.2145072  , -0.0237966832, 0.450451672 , 137.590057  , 3
0.0660127252, 0.129780129 , -9.573194   , 0.00134523027, -0.001450342, -0.000271922443, -0.2145072  , -0.0237966832, 0.450451672 , 137.600067  , 3
0.0835263059, 0.124840394 , -9.600586   , 0.00147839333, -0.00118401775, -0.00173661124, -0.214304969, -0.0236618575, 0.450519085 , 137.610062  , 3
0.0583786   , 0.111817479 , -9.583072   , -0.00251647015, -0.00118401775, -0.00306823244, -0.214372382, -0.02372927 , 0.450316846 , 137.620071  , 3
0.04580475  , 0.117206275 , -9.58980751 , -0.0034486053, -0.000385045132, -0.00306823244, -0.2144398  , -0.023864096, 0.4505865   , 137.630066  , 3
0.0426612869, 0.110470288 , -9.585318   , 1.36101335E-05, 0.00147922453, -0.00226925965, -0.2144398  , -0.023864096, 0.4505865   , 137.64006   , 3
0.04490662  , 0.109572142 , -9.587114   , 0.00161155558, 0.00227819732, -0.00133712485, -0.2144398  , -0.0237966832, 0.450451672 , 137.65007   , 3
0.0534388758, 0.100590818 , -9.566457   , -0.00198382186, 0.00147922465, -0.00160344923, -0.214372382, -0.023864096, 0.4505865   , 137.660065  , 3
0.07050339  , 0.104183353 , -9.578582   , -0.00358176744, -0.000385045045, -0.00226925965, -0.214304969, -0.023864096, 0.450384259 , 137.670059  , 3
0.07229966  , 0.13022919  , -9.60911751 , -0.000385876279, -0.000518207147, -0.0005381522, -0.214304969, -0.023864096, 0.450384259 , 137.680069  , 3
0.0467028841, 0.08936417  , -9.586665   , -0.000119552038, 0.000147603452, 0.000527144759, -0.214304969, -0.0235944446, 0.450519085 , 137.690063  , 3
0.0381706245, 0.102387078 , -9.586664   , -0.00105168694, 0.000813414 , -0.001470287, -0.214237556, -0.02420116 , 0.450451672 , 137.700058  , 3
0.0606239364, 0.12528947  , -9.594748   , 1.3611043E-05, 0.000547089556, -0.00253548985, -0.2144398  , -0.02372927 , 0.450249434 , 137.710068  , 3
0.065114595 , 0.126636669 , -9.58262348 , -0.000119551078, -0.001184018, -0.002668652, -0.214642033, -0.0239989217, 0.4505865   , 137.720062  , 3
0.07634125  , 0.100590825 , -9.589359   , -0.00171749655, -0.000385045336, -0.00360078667, -0.214642033, -0.0239989217, 0.4505865   , 137.730057  , 3
0.0776884556, 0.123942271 , -9.582174   , -0.000119551172, -0.000118721029, -0.002934976, -0.214304969, -0.02372927 , 0.4505865   , 137.740067  , 3
0.07544312  , 0.1113684   , -9.606873   , -0.00158433453, -0.0031814496, -0.00253548985, -0.214372382, -0.0237966832, 0.450451672 , 137.750061  , 3
0.05164261  , 0.125738531 , -9.609567   , -0.003714928, -0.003447774, -0.00293497648, -0.2145072  , -0.023864096, 0.450519085 , 137.760071  , 3
0.0408650227, 0.12528947  , -9.57454    , 0.000146772989, -0.0005182074, -0.00240232772, -0.2145072  , -0.023864096, 0.450519085 , 137.770065  , 3
0.07768845  , 0.105081491 , -9.580379   , 0.00121207  , 0.00174554845, -0.00253548985, -0.214304969, -0.0239989217, 0.450451672 , 137.78006   , 3
0.08936417  , 0.113164686 , -9.597892   , -0.00178407761, -0.000518207438, -0.002602071, -0.2144398  , -0.0239989217, 0.450182021 , 137.79007   , 3
0.07185059  , 0.0916095   , -9.587114   , -0.00324886059, -0.0009842748, -0.00273523317, -0.2144398  , -0.02372927 , 0.450519085 , 137.800064  , 3
0.05613327  , 0.106428683 , -9.574091   , -0.00238330546, 0.00121290016, -0.002601976, -0.2144398  , -0.02372927 , 0.450519085 , 137.810059  , 3
0.06780899  , 0.102387093 , -9.581725   , -0.0019838193, 8.102217E-05, -0.00313462457, -0.214304969, -0.02372927 , 0.450519085 , 137.820068  , 3
0.07140152  , 0.1113684   , -9.605076   , -0.00118484662, -0.0009176937, -0.00153667922, -0.2144398  , -0.0236618575, 0.450316846 , 137.830063  , 3
0.07319779  , 0.119900674 , -9.592503   , 0.00147839554, -0.000451626343, -0.00193616562, -0.214304969, -0.0237966832, 0.450451672 , 137.840057  , 3
0.06466553  , 0.09654923  , -9.588013   , 0.000479679846, 0.000547089556, -0.00226907083, -0.214304969, -0.0237966832, 0.450451672 , 137.850067  , 3
0.0574804731, 0.120349735 , -9.576785   , -0.0005190361, 1.444106E-05, -0.0008708687, -0.214304969, -0.0239315089, 0.450519085 , 137.860062  , 3
0.05613327  , 0.12843293  , -9.561966   , -0.005246291, -0.00165008521, -0.00120377389, -0.214304969, -0.023864096, 0.450316846 , 137.870071  , 3
0.0462538153, 0.132923588 , -9.566008   , 0.00041309878, -0.00351435528, -0.00266855746, -0.214304969, -0.0237966832, 0.450519085 , 137.880066  , 3
0.04625382  , 0.119900674 , -9.592054   , 0.0010123282, -0.00138376106, -0.00107061176, -0.214304969, -0.0237966832, 0.450519085 , 137.89006   , 3
0.07140152  , 0.103734285 , -9.613159   , 0.00141181459, 0.00127948122, -0.00180300348, -0.2144398  , -0.0236618575, 0.4506539   , 137.90007   , 3
0.0520916767, 0.123493187 , -9.57948    , 0.00194446393, 0.0006802517, -0.000671030662, -0.214372382, -0.0240663346, 0.450451672 , 137.910065  , 3
0.0520916767, 0.104183353 , -9.580828   , 0.00161155884, -0.000118721051, 0.0004608472, -0.2145072  , -0.0237966832, 0.4505865   , 137.920059  , 3
0.056133274 , 0.107775889 , -9.60328    , 0.00127865374, -0.00145034224, -0.00113709818, -0.2145072  , -0.0237966832, 0.4505865   , 137.930069  , 3
0.06780899  , 0.110470288 , -9.593401   , -0.00238330476, -0.0020495716, -0.002135814, -0.2145072  , -0.0237966832, 0.4506539   , 137.940063  , 3
0.07409592  , 0.117655337 , -9.561966   , 0.002210788 , 0.0002807654, -0.00166974647, -0.2144398  , -0.02372927 , 0.450384259 , 137.950058  , 3
0.07185059  , 0.117206275 , -9.576336   , 0.00174472085, 0.0006802517, -0.00346743548, -0.2145072  , -0.0239989217, 0.450519085 , 137.960068  , 3
0.0592767373, 0.10957215  , -9.598341   , -0.000252710917, 0.00174554845, -0.00393350236, -0.2145072  , -0.0239989217, 0.450519085 , 137.970062  , 3
0.0597258   , 0.127534792 , -9.612711   , -5.29676872E-05, -0.00105085562, -0.00266846269, -0.214372382, -0.0237966832, 0.450721323 , 137.980057  , 3
0.05164261  , 0.115410022 , -9.596544   , 0.00254369364, 8.102223E-05, -0.002268976, -0.214372382, -0.0239315089, 0.450316846 , 137.990067  , 3
0.0610729977, 0.104183346 , -9.577234   , 0.00114549138, 0.000813413761, -0.002268976, -0.214372382, -0.023864096, 0.450519085 , 138.000061  , 3
0.06825806  , 0.10867402  , -9.580828   , 0.0002133575, 1.44409341E-05, -0.00286811125, -0.214372382, -0.023864096, 0.450519085 , 138.010071  , 3
0.06691086  , 0.112715624 , -9.596544   , 0.0009457493, 0.00154580525, -0.00246862485, -0.2144398  , -0.0239315089, 0.450721323 , 138.020065  , 3
0.0610730052, 0.112266541 , -9.608668   , -0.0005856153, 0.00114631886, -0.00166965206, -0.214304969, -0.0239315089, 0.450519085 , 138.03006   , 3
0.06691086  , 0.119002536 , -9.601484   , 0.000812587154, -0.0007845317, -0.00306785456, -0.214372382, -0.023864096, 0.450519085 , 138.04007   , 3
0.0601748675, 0.155825958 , -9.572295   , 0.0018778838, 0.001279481 , -0.00320101646, -0.214372382, -0.023864096, 0.450519085 , 138.050064  , 3
0.0619711354, 0.132474527 , -9.573193   , -0.0009851016, 0.00154580537, -0.00286811125, -0.214304969, -0.0237966832, 0.4505865   , 138.060059  , 3
0.07589219  , 0.1261876   , -9.574092   , -0.00138458807, 0.000347346271, -0.00260178675, -0.214372382, -0.02372927 , 0.450451672 , 138.070068  , 3
0.05882767  , 0.128881991 , -9.572295   , 0.0006128439, 0.000214184169, -0.0009372604, -0.214304969, -0.0239315089, 0.450519085 , 138.080063  , 3
0.0282911714, 0.13202545  , -9.594299   , 0.000213357533, -0.00031846427, -0.00120358472, -0.214304969, -0.0239315089, 0.450519085 , 138.090057  , 3
0.0489482135, 0.123493187 , -9.592053   , -0.0009185206, -0.00171666639, -0.00226888154, -0.214372382, -0.023864096, 0.450788736 , 138.100067  , 3
0.0655636638, 0.124391332 , -9.574541   , 0.00121207407, -0.0005182077, -0.0015363954, -0.214372382, -0.0239989217, 0.450451672 , 138.110062  , 3
0.05478607  , 0.104183353 , -9.578133   , -0.00158433034, -0.00138376153, -0.00160297658, -0.214304969, -0.0236618575, 0.4505865   , 138.120071  , 3
