Acc X       , Acc Y       , Acc Z       , Gyro X      , Gyro Y      , Gyro Z      , Magn X      , Magn Y      , Magn Z      , Euler X     , Euler Y     , Euler Z     , Time        , Status      , LowRate X   , LowRate Y   , LowRate Z    
0.401270449 , -0.0815770552, -9.780467   , -0.002354982, -0.000477708643, 0.000489799131, -0.163543209, -0.180666044, 0.42537415  , 0.0078421   , 0.0411569   , 2.24140143  , 0           , 3           , 11          , 0.0346410163, 0.0346410163
0.420430183 , -0.0727576241, -9.78615952 , -0.00250443351, 0.00106994144, -0.000497353671, -0.163543209, -0.180868283, 0.425441563 , 0.007816855 , 0.0411676466, 2.24139619  , 0.01        , 3           , 12          , 0.0346410163, 0
0.401417136 , -0.0747629  , -9.794449   , -0.00193839357, 0.00093298126, 0.000352675619, -0.163543209, -0.180868283, 0.4251045   , 0.00779761747, 0.0411769375, 2.2414      , 0.02        , 3           , 50          , 0           , 0
0.4056179   , -0.09873767 , -9.791352   , -0.000658738136, -0.0008885983, -0.000209293648, -0.163745448, -0.180733457, 0.425441563 , 0.00779094035, 0.0411680676, 2.241398    , 0.03        , 3           , 11          , 0.0346410163, 0.0346410163
0.400510669 , -0.0734139457, -9.78993    , -0.000649143243, -0.00285955472, -0.0004948686, -0.163543209, -0.180868283, 0.4255764   , 0.00778423669, 0.0411395133, 2.24139237  , 0.04        , 3           , 12          , 0.0346410163, 0
0.4037001   , -0.06406164 , -9.764556   , -0.000793759944, -0.00215659663, -0.0003531734, -0.1634758  , -0.180935681, 0.4251719   , 0.00777614629, 0.04111798  , 2.24138856  , 0.05        , 3           , 50          , 0           , 0
0.410010636 , -0.07754965 , -9.800722   , 0.0004714215, -0.00102174236, -0.000628049, -0.1634758  , -0.180935681, 0.4251719   , 0.00778059941, 0.04110781  , 2.24138284  , 0.06        , 3           , 11          , 0.0346410163, 0.0346410163
0.423263073 , -0.06689281 , -9.795605   , 0.00103311648, -0.000314008154, -5.92554461E-05, -0.1634758  , -0.180733457, 0.4256438   , 0.007790904 , 0.04110467  , 2.241382    , 0.07        , 3           , 12          , 0.0346410163, 0
0.4061207   , -0.0590514764, -9.786664   , 0.002442218 , 0.000258670741, -0.000475609122, -0.163610622, -0.180935681, 0.425441563 , 0.007815132 , 0.0411072932, 2.241377    , 0.08        , 3           , 50          , 0           , 0
0.406259358 , -0.0504584424, -9.792954   , 0.00258659013, -0.00044428854, -0.00104111049, -0.163610622, -0.180935681, 0.425441563 , 0.007840569 , 0.04110293  , 2.24136662  , 0.09        , 3           , 11          , 0.0346410163, 0.0346410163
